date_time,category,amount
2022-11-01 10:11:55 +0000,Business lunch,9
2022-11-01 15:38:00 +0000,Transport,4
2022-11-02 05:04:43 +0000,Market,1.5
2022-11-02 05:09:46 +0000,Phone,10
2022-11-02 07:15:31 +0000,Market,3.14
2022-11-02 09:11:09 +0000,Business lunch,5.5
2022-11-02 14:26:45 +0000,Coffe,8
2022-11-03 05:04:13 +0000,Market,1.92
2022-11-03 08:54:27 +0000,Business lunch,6
2022-11-03 14:35:37 +0000,Coffe,6.7
2022-11-04 06:41:26 +0000,Market,6.3
2022-11-04 08:52:46 +0000,Business lunch,6
2022-11-04 10:28:03 +0000,Coffe,6.58
2022-11-04 10:28:06 +0000,Market,0.6
2022-11-04 14:23:23 +0000,Coffe,7
2022-11-04 18:12:18 +0000,Restuarant,39
2022-11-05 05:12:30 +0000,Market,2.22
2022-11-05 09:46:01 +0000,Market,1.32
2022-11-05 09:46:05 +0000,Business lunch,10
2022-11-05 14:47:50 +0000,Coffe,5.7
2022-11-05 16:02:04 +0000,Coffe,5.7
2022-11-05 17:50:42 +0000,Market,7.2
2022-11-06 09:22:16 +0000,Transport,0.7
2022-11-06 11:34:16 +0000,Coffe,15.7
2022-11-06 13:53:38 +0000,Coffe,12.6
2022-11-06 17:08:45 +0000,Market,8.7
2022-11-07 06:12:35 +0000,Market,4.2
2022-11-07 06:58:50 +0000,Coffe,6.1
2022-11-07 12:36:17 +0000,Restuarant,9.45
2022-11-08 09:45:58 +0000,Coffe,10.3
2022-11-08 11:40:34 +0000,Coffe,6.5
2022-11-08 14:08:41 +0000,Coffe,6.1
2022-11-08 17:32:55 +0000,Market,23.77
2022-11-09 10:13:11 +0000,Coffe,6.1
2022-11-09 13:59:22 +0000,Coffe,6.1
2022-11-09 14:02:31 +0000,Transport,3
2022-11-09 16:49:25 +0000,Restuarant,5.4
2022-11-10 09:51:06 +0000,Coffe,6.1
2022-11-10 11:58:29 +0000,Restuarant,7.1
2022-11-10 12:04:12 +0000,Coffe,6.7
2022-11-10 14:01:47 +0000,Coffe,6.1
2022-11-11 03:30:22 +0000,Taxi,7
2022-11-11 03:30:23 +0000,Taxi,6
2022-11-11 05:04:14 +0000,Market,12
2022-11-11 05:53:00 +0000,Taxi,3
2022-11-11 07:20:38 +0000,Taxi,6
2022-11-11 07:20:41 +0000,Taxi,5
2022-11-11 09:01:46 +0000,Restuarant,7.1
2022-11-11 09:01:50 +0000,Transport,0.6
2022-11-11 14:24:01 +0000,Coffe,7
2022-11-11 15:45:00 +0000,Coffe,1.5
2022-11-11 20:12:18 +0000,Market,7.67
2022-11-12 12:38:55 +0000,Coffe,17.6
2022-11-12 14:44:51 +0000,Coffe,6.1
2022-11-12 18:46:31 +0000,Market,8.52
2022-11-13 06:45:38 +0000,Coffe,6.1
2022-11-13 11:21:11 +0000,Coffe,13
2022-11-14 04:11:22 +0000,Market,4.32
2022-11-14 11:06:59 +0000,Market,8
2022-11-14 11:08:52 +0000,Business lunch,5
2022-11-14 14:48:09 +0000,Coffe,6.1
2022-11-14 15:44:53 +0000,Coffe,6.1
2022-11-14 17:08:57 +0000,Coffe,6.5
2022-11-14 19:24:49 +0000,Market,2.9
2022-11-15 10:45:39 +0000,Market,1.94
2022-11-15 10:45:59 +0000,Market,0.65
2022-11-15 10:46:00 +0000,Business lunch,15
2022-11-15 15:46:18 +0000,Coffe,7
2022-11-16 04:25:32 +0000,Health,10
2022-11-16 04:52:09 +0000,Market,1.4
2022-11-16 09:06:10 +0000,Restuarant,6
2022-11-16 14:35:43 +0000,Coffe,6.1
2022-11-16 17:01:36 +0000,Coffe,6.1
2022-11-17 08:57:19 +0000,Business lunch,8
2022-11-17 08:57:23 +0000,Market,2
2022-11-17 18:13:52 +0000,Market,5.63
2022-11-18 04:31:47 +0000,Market,1.37
2022-11-18 09:01:12 +0000,Business lunch,6
2022-11-18 09:51:45 +0000,Market,0.72
2022-11-18 16:45:14 +0000,Coffe,6.1
2022-11-18 17:39:25 +0000,Market,15
2022-11-18 17:39:31 +0000,Learning,8
2022-11-19 16:34:50 +0000,Coffe,6.9
2022-11-19 20:12:29 +0000,Coffe,6.7
2022-11-19 21:48:58 +0000,Taxi,6
2022-11-19 21:50:28 +0000,Market,2.1
2022-11-20 15:04:14 +0000,Coffe,20.1
2022-11-20 15:06:45 +0000,Restuarant,19
2022-11-20 15:18:16 +0000,Coffe,6.7
2022-11-20 15:18:23 +0000,Events,50
2022-11-21 11:15:37 +0000,Coffe,6.7
2022-11-21 13:53:50 +0000,Market,10
2022-11-21 13:57:49 +0000,Coffe,7
2022-11-21 17:32:56 +0000,Restuarant,7.5
2022-11-22 04:02:07 +0000,Market,10
2022-11-22 04:02:16 +0000,Transport,2
2022-11-22 05:20:56 +0000,Learning,17
2022-11-22 05:29:48 +0000,Phone,3
2022-11-22 08:58:37 +0000,Business lunch,7
2022-11-22 09:20:31 +0000,Market,0.7
2022-11-22 09:26:20 +0000,Market,1.45
2022-11-22 16:28:47 +0000,Coffe,6.7
2022-11-22 16:28:55 +0000,Restuarant,18
2022-11-23 04:29:38 +0000,Market,1.6
2022-11-23 09:23:55 +0000,Business lunch,7
2022-11-23 09:41:41 +0000,Market,0.72
2022-11-23 14:32:17 +0000,Coffe,6.7
2022-11-23 17:10:32 +0000,Coffe,6.7
2022-11-24 04:56:09 +0000,Market,1.9
2022-11-24 09:02:05 +0000,Transport,5
2022-11-24 09:02:06 +0000,Business lunch,7
2022-11-24 12:39:35 +0000,Market,1.5
2022-11-24 12:39:38 +0000,Events,7.5
2022-11-24 14:54:36 +0000,Coffe,6.7
2022-11-24 16:37:00 +0000,Market,6.71
2022-11-25 05:27:32 +0000,Market,1.72
2022-11-25 09:03:32 +0000,Business lunch,9
2022-11-25 11:17:43 +0000,Learning,14
2022-11-25 12:17:33 +0000,Coffe,8
2022-11-25 14:07:14 +0000,Coffe,6.2
2022-11-25 14:07:15 +0000,Phone,5
2022-11-25 16:14:04 +0000,Market,5.88
2022-11-26 08:38:56 +0000,Coffe,6.7
2022-11-26 10:10:28 +0000,Restuarant,7.1
2022-11-26 10:35:29 +0000,Coffe,6.7
2022-11-26 10:39:55 +0000,Coffe,6.7
2022-11-26 18:08:31 +0000,Coffe,6.6
2022-11-26 19:20:28 +0000,Market,5.7
2022-11-27 06:57:37 +0000,Coffe,6.7
2022-11-27 10:19:01 +0000,Coffe,6.7
2022-11-27 13:22:30 +0000,Market,4
2022-11-28 04:48:55 +0000,Market,1.17
2022-11-28 10:34:45 +0000,Restuarant,14
2022-11-28 10:34:46 +0000,Business lunch,7
2022-11-28 15:36:22 +0000,Transport,1
2022-11-29 05:44:52 +0000,Taxi,2
2022-11-29 08:59:53 +0000,Taxi,2
2022-11-29 08:59:56 +0000,Taxi,3.62
2022-11-29 08:59:58 +0000,Coffe,5
2022-11-29 16:03:25 +0000,Market,3.62
2022-11-30 04:52:45 +0000,Market,1.4
2022-11-30 09:55:49 +0000,Business lunch,8
2022-11-30 14:32:16 +0000,Coffe,7.1
2022-11-30 15:45:21 +0000,Coffe,4
2022-11-30 18:40:24 +0000,Restuarant,11.5
2022-12-01 04:45:09 +0000,Market,2.7
2022-12-01 13:13:37 +0000,Business lunch,7
2022-12-01 14:26:59 +0000,Coffe,6.7
2022-12-01 17:14:25 +0000,Transport,6
2022-12-02 05:01:19 +0000,Market,9.5
2022-12-02 07:40:21 +0000,Phone,0.88
2022-12-02 09:59:37 +0000,Health,57
2022-12-02 09:59:41 +0000,Business lunch,10
2022-12-02 14:29:42 +0000,Coffe,6.7
2022-12-02 19:24:43 +0000,Market,7.7
2022-12-03 06:33:32 +0000,Coffe,6.7
2022-12-03 08:37:27 +0000,Coffe,6.7
2022-12-03 11:54:34 +0000,Coffe,6.7
2022-12-03 13:55:44 +0000,Coffe,6.7
2022-12-03 17:04:40 +0000,Market,19
2022-12-03 17:09:27 +0000,Health,10
2022-12-04 04:38:41 +0000,Coffe,6.9
2022-12-04 06:33:05 +0000,Coffe,6.5
2022-12-04 09:45:50 +0000,Restuarant,5.2
2022-12-04 09:48:53 +0000,Coffe,6.7
2022-12-04 11:29:31 +0000,Coffe,6.7
2022-12-04 14:13:15 +0000,Clothing,7
2022-12-04 14:34:46 +0000,Coffe,6.1
2022-12-05 06:20:37 +0000,Learning,20
2022-12-05 06:59:18 +0000,Travel,55
2022-12-05 12:52:11 +0000,Business lunch,10
2022-12-05 14:31:07 +0000,Coffe,7.6
2022-12-05 15:52:45 +0000,Coffe,7.6
2022-12-05 18:29:24 +0000,Market,11.7
2022-12-06 09:23:04 +0000,Business lunch,7
2022-12-06 14:34:15 +0000,Coffe,6.7
2022-12-06 18:15:46 +0000,Market,8
2022-12-07 04:47:30 +0000,Coffe,3.23
2022-12-07 07:14:31 +0000,Market,20
2022-12-07 08:59:54 +0000,Business lunch,7
2022-12-08 11:15:38 +0000,Restuarant,5.2
2022-12-08 13:20:44 +0000,Coffe,6.7
2022-12-08 14:29:19 +0000,Coffe,6.7
2022-12-08 14:47:28 +0000,Coffe,6.7
2022-12-08 16:37:18 +0000,Coffe,7
2022-12-09 09:51:27 +0000,Coffe,7.6
2022-12-09 11:38:26 +0000,Coffe,6.9
2022-12-09 13:51:02 +0000,Coffe,13.6
2022-12-09 16:12:31 +0000,Coffe,6.7
2022-12-09 18:16:59 +0000,Market,9.75
2022-12-10 07:41:51 +0000,Coffe,6.7
2022-12-10 11:47:47 +0000,Coffe,6.7
2022-12-10 14:38:13 +0000,Market,6.8
2022-12-11 08:43:51 +0000,Restuarant,13.2
2022-12-11 08:56:44 +0000,Market,10
2022-12-11 09:25:50 +0000,Coffe,6.7
2022-12-12 04:46:40 +0000,Market,9.23
2022-12-12 09:32:50 +0000,Business lunch,7
2022-12-12 09:32:56 +0000,Events,12.5
2022-12-12 14:29:52 +0000,Coffe,6.7
2022-12-12 17:39:23 +0000,Market,13
2022-12-12 17:40:44 +0000,Health,36
2022-12-13 03:15:17 +0000,Learning,18
2022-12-13 07:39:08 +0000,Communal,170
2022-12-13 11:03:46 +0000,Business lunch,7
2022-12-13 14:36:42 +0000,Coffe,6.7
2022-12-13 17:12:47 +0000,Market,6.22
2022-12-14 05:11:13 +0000,Market,4.23
2022-12-14 05:17:25 +0000,Clothing,200
2022-12-14 10:12:47 +0000,Business lunch,7
2022-12-14 14:40:23 +0000,Coffe,6.7
2022-12-14 16:26:46 +0000,Coffe,6.7
2022-12-15 05:32:09 +0000,Market,6.4
2022-12-15 09:32:46 +0000,Business lunch,10
2022-12-15 14:35:52 +0000,Coffe,6.7
2022-12-15 16:45:02 +0000,Coffe,6.7
2022-12-16 04:40:56 +0000,Market,6
2022-12-16 09:25:34 +0000,Business lunch,10
2022-12-16 14:28:25 +0000,Coffe,7
2022-12-16 16:08:57 +0000,Phone,1.7
2022-12-16 17:39:44 +0000,Transport,5
2022-12-16 18:39:02 +0000,Market,9.2
2022-12-18 14:05:30 +0000,Learning,10
2022-12-18 14:10:46 +0000,Coffe,6.7
2022-12-18 17:52:54 +0000,Market,12.3
2022-12-19 09:40:35 +0000,Market,1.4
2022-12-19 09:40:39 +0000,Business lunch,5
2022-12-19 14:39:19 +0000,Coffe,6.7
2022-12-20 04:50:56 +0000,Market,3.51
2022-12-20 08:41:42 +0000,Phone,1.21
2022-12-20 09:34:48 +0000,Business lunch,10
2022-12-20 09:35:45 +0000,Market,0.5
2022-12-20 15:19:58 +0000,Coffe,6.7
2022-12-21 09:16:18 +0000,Business lunch,7
2022-12-21 10:23:01 +0000,Coffe,6.7
2022-12-21 13:53:40 +0000,Coffe,6.7
2022-12-21 16:30:38 +0000,Coffe,6.7
2022-12-22 04:52:54 +0000,Market,3
2022-12-22 09:17:45 +0000,Business lunch,7
2022-12-22 14:29:31 +0000,Coffe,6.7
2022-12-23 09:24:17 +0000,Market,1.22
2022-12-23 09:24:25 +0000,Business lunch,6
2022-12-23 14:39:03 +0000,Coffe,6.7
2022-12-23 16:39:46 +0000,Coffe,6.7
2022-12-24 10:24:55 +0000,Coffe,6.7
2022-12-24 10:24:58 +0000,Restuarant,20
2022-12-24 12:23:00 +0000,Coffe,6.7
2022-12-24 14:18:34 +0000,Coffe,6.7
2022-12-24 15:12:19 +0000,Learning,24
2022-12-24 18:32:29 +0000,Market,1.44
2022-12-25 08:08:47 +0000,Restuarant,5.2
2022-12-25 08:14:53 +0000,Coffe,6.7
2022-12-25 10:09:16 +0000,Coffe,6.7
2022-12-25 12:07:29 +0000,Coffe,13.6
2022-12-25 13:53:35 +0000,Coffe,6.7
2022-12-25 17:50:06 +0000,Market,15
2022-12-26 04:21:53 +0000,Transport,2
2022-12-26 04:48:45 +0000,Market,4
2022-12-26 05:20:09 +0000,Market,3
2022-12-26 05:20:12 +0000,Phone,15
2022-12-26 09:59:57 +0000,Business lunch,6
2022-12-26 14:32:07 +0000,Coffe,6.7
2022-12-26 16:55:17 +0000,Transport,3
2022-12-26 18:40:32 +0000,Market,2.23
2022-12-27 08:56:09 +0000,Market,1.15
2022-12-27 10:37:58 +0000,Coffe,6.7
2022-12-27 10:38:09 +0000,Transport,3
2022-12-27 14:00:52 +0000,Coffe,6.7
2022-12-27 15:32:04 +0000,Coffe,13.5
2022-12-27 19:25:08 +0000,Market,4
2022-12-28 07:51:17 +0000,Other,10
2022-12-28 11:38:26 +0000,Taxi,15
2022-12-28 11:38:33 +0000,Other,20
2022-12-28 11:38:41 +0000,Restuarant,16
2022-12-28 11:57:35 +0000,Taxi,1
2022-12-28 13:55:59 +0000,Coffe,6.7
2022-12-28 17:30:58 +0000,Health,10
2022-12-28 17:31:06 +0000,Market,3.8
2022-12-29 09:38:25 +0000,Taxi,2.4
2022-12-29 09:48:50 +0000,Taxi,3.63
2022-12-29 11:00:28 +0000,Coffe,10.7
2022-12-29 11:08:47 +0000,Coffe,6.7
2022-12-29 14:25:26 +0000,Taxi,4
2022-12-29 14:27:21 +0000,Taxi,2
2022-12-29 19:56:10 +0000,Transport,5
2022-12-30 05:43:43 +0000,Market,1.8
2022-12-30 14:19:03 +0000,Business lunch,6
2022-12-30 14:19:06 +0000,Coffe,6.7
2022-12-30 14:19:08 +0000,Coffe,6.7
2022-12-30 17:56:25 +0000,Market,34
2022-12-31 16:23:12 +0000,Learning,17
2023-01-01 09:07:14 +0000,Restuarant,52
2023-01-01 09:42:07 +0000,Coffe,20
2023-01-01 14:03:21 +0000,Coffe,6.7
2023-01-01 15:43:11 +0000,Coffe,6.7
2023-01-02 07:11:02 +0000,Transport,0.8
2023-01-02 07:42:35 +0000,Coffe,13.9
2023-01-02 09:15:36 +0000,Coffe,6.7
2023-01-02 12:09:17 +0000,Coffe,6.7
2023-01-02 14:18:35 +0000,Coffe,6.7
2023-01-02 14:28:57 +0000,Coffe,7
2023-01-02 15:43:28 +0000,Learning,6.9
2023-01-02 16:46:06 +0000,Market,23
2023-01-03 09:08:55 +0000,Coffe,6.7
2023-01-03 12:06:21 +0000,Coffe,6.7
2023-01-03 14:30:44 +0000,Coffe,6.7
2023-01-03 17:13:06 +0000,Market,3.7
2023-01-04 08:58:10 +0000,Coffe,6.7
2023-01-04 10:08:09 +0000,Coffe,6.7
2023-01-04 14:07:16 +0000,Coffe,14
2023-01-04 17:23:17 +0000,Health,43.2
2023-01-04 17:23:25 +0000,Market,7.47
2023-01-05 04:48:03 +0000,Market,2.11
2023-01-05 05:44:03 +0000,Coffe,6
2023-01-05 06:07:08 +0000,Sport,68
2023-01-05 12:18:47 +0000,Market,2.14
2023-01-05 14:33:47 +0000,Coffe,6.7
2023-01-05 16:32:15 +0000,Market,1.44
2023-01-06 10:06:02 +0000,Business lunch,17
2023-01-06 12:14:44 +0000,Market,4.4
2023-01-06 14:36:16 +0000,Coffe,6.7
2023-01-06 16:00:32 +0000,Coffe,6.7
2023-01-07 07:57:13 +0000,Coffe,6.7
2023-01-07 07:57:16 +0000,Market,0.9
2023-01-07 10:06:26 +0000,Coffe,7.6
2023-01-07 12:10:49 +0000,Transport,5
2023-01-07 12:58:29 +0000,Market,5.4
2023-01-08 09:53:13 +0000,Coffe,6.7
2023-01-08 11:13:22 +0000,Coffe,6.7
2023-01-08 12:36:44 +0000,Coffe,6.7
2023-01-08 14:05:45 +0000,Coffe,6.7
2023-01-09 08:56:19 +0000,Business lunch,7
2023-01-09 15:17:48 +0000,Taxi,2
2023-01-09 18:30:54 +0000,Market,0.88
2023-01-10 05:44:47 +0000,Restuarant,55
2023-01-10 05:44:53 +0000,Market,2.5
2023-01-10 06:37:16 +0000,Coffe,6
2023-01-10 09:39:58 +0000,Business lunch,5
2023-01-10 11:54:57 +0000,Market,14
2023-01-10 14:08:33 +0000,Market,1.88
2023-01-10 19:49:39 +0000,Market,2
2023-01-10 19:49:44 +0000,Restuarant,1
2023-01-11 09:19:11 +0000,Business lunch,11.2
2023-01-11 15:38:43 +0000,Market,0.5
2023-01-11 17:49:53 +0000,Coffe,6.4
2023-01-11 18:41:46 +0000,Coffe,6.7
2023-01-11 21:07:05 +0000,Taxi,4
2023-01-13 10:56:44 +0000,Coffe,6.7
2023-01-13 14:26:29 +0000,Coffe,6.7
2023-01-13 16:15:53 +0000,Coffe,9
2023-01-13 17:38:06 +0000,Learning,16
2023-01-13 18:35:04 +0000,Market,6.3
2023-01-14 09:11:08 +0000,Coffe,13.6
2023-01-14 12:22:21 +0000,Coffe,6.7
2023-01-14 14:26:01 +0000,Coffe,6.7
2023-01-14 17:29:52 +0000,Transport,5
2023-01-14 18:17:15 +0000,Market,20
2023-01-15 09:53:14 +0000,Taxi,2.1
2023-01-15 09:53:18 +0000,Market,0.7
2023-01-15 10:03:43 +0000,Restuarant,5.3
2023-01-15 10:09:02 +0000,Coffe,6.7
2023-01-15 12:22:09 +0000,Coffe,6.7
2023-01-15 14:19:58 +0000,Coffe,6.7
2023-01-15 14:59:53 +0000,Phone,3
2023-01-15 15:54:28 +0000,Taxi,1.7
2023-01-15 17:08:59 +0000,Clothing,6
2023-01-15 17:59:25 +0000,Market,1.5
2023-01-16 04:48:21 +0000,Market,2.55
2023-01-16 08:31:53 +0000,Market,0.7
2023-01-16 09:30:24 +0000,Business lunch,9
2023-01-16 17:37:42 +0000,Market,2
2023-01-16 17:41:10 +0000,Market,1.4
2023-01-17 05:00:12 +0000,Market,2.45
2023-01-17 06:03:13 +0000,Restuarant,11
2023-01-17 06:03:17 +0000,Communal,174
2023-01-17 16:10:44 +0000,Taxi,2.13
2023-01-17 16:20:43 +0000,Coffe,6.7
2023-01-17 17:50:10 +0000,Coffe,7.2
2023-01-18 04:56:56 +0000,Market,1.75
2023-01-18 10:21:53 +0000,Business lunch,10
2023-01-18 15:19:05 +0000,Market,1.74
2023-01-18 15:51:02 +0000,Coffe,7.9
2023-01-18 19:10:40 +0000,Market,4.18
2023-01-18 19:12:43 +0000,Health,36
2023-01-19 09:27:35 +0000,Business lunch,9
2023-01-19 09:27:40 +0000,Market,0.52
2023-01-19 14:32:14 +0000,Coffe,6.7
2023-01-20 07:49:47 +0000,Taxi,1.7
2023-01-20 07:49:50 +0000,Market,0.5
2023-01-20 07:51:37 +0000,Coffe,13.9
2023-01-20 09:51:54 +0000,Coffe,6.7
2023-01-20 12:38:09 +0000,Coffe,6.7
2023-01-20 14:29:52 +0000,Transport,5
2023-01-20 14:56:06 +0000,Market,1
2023-01-20 19:11:23 +0000,Market,5.8
2023-01-20 19:14:44 +0000,Restuarant,18
2023-01-21 07:15:25 +0000,Coffe,13.9
2023-01-21 09:32:44 +0000,Coffe,6.7
2023-01-21 12:29:15 +0000,Coffe,6.7
2023-01-21 16:45:34 +0000,Restuarant,13
2023-01-21 20:13:19 +0000,Taxi,5
2023-01-22 07:28:08 +0000,Taxi,1.6
2023-01-22 07:42:27 +0000,Coffe,13.9
2023-01-22 11:42:19 +0000,Coffe,6.7
2023-01-22 11:42:22 +0000,Restuarant,11
2023-01-22 14:57:36 +0000,Market,1.6
2023-01-22 16:05:54 +0000,Market,1
2023-01-22 16:56:49 +0000,Market,3.8
2023-01-23 05:07:02 +0000,Market,3.8
2023-01-23 09:07:46 +0000,Business lunch,8.4
2023-01-23 10:29:51 +0000,Market,1.9
2023-01-23 14:53:46 +0000,Phone,3
2023-01-23 14:53:49 +0000,Coffe,6.7
2023-01-24 09:01:51 +0000,Business lunch,8
2023-01-24 10:12:58 +0000,Coffe,3
2023-01-24 13:15:39 +0000,Restuarant,35
2023-01-24 14:39:20 +0000,Coffe,13.9
2023-01-25 04:49:24 +0000,Market,3
2023-01-25 06:27:04 +0000,Taxi,1.28
2023-01-25 08:58:45 +0000,Market,2.7
2023-01-25 09:08:18 +0000,Taxi,1.28
2023-01-25 09:48:04 +0000,Market,1.14
2023-01-25 11:45:11 +0000,Coffe,6.7
2023-01-25 12:56:41 +0000,Coffe,6.7
2023-01-25 17:14:40 +0000,Taxi,1.28
2023-01-25 19:47:20 +0000,Restuarant,10
2023-01-26 04:17:51 +0000,Other,20
2023-01-26 04:17:59 +0000,Learning,441
2023-01-26 12:42:45 +0000,Restuarant,5.3
2023-01-26 12:52:40 +0000,Coffe,6.7
2023-01-26 14:47:23 +0000,Coffe,6.7
2023-01-26 16:56:45 +0000,Learning,16
2023-01-26 17:50:57 +0000,Market,24.33
2023-01-27 08:31:09 +0000,Coffe,6.7
2023-01-27 10:10:37 +0000,Coffe,6.7
2023-01-27 14:27:30 +0000,Coffe,6.7
2023-01-27 17:20:19 +0000,Coffe,6.9
2023-01-27 17:47:12 +0000,Transport,5
2023-01-27 18:35:24 +0000,Market,4
2023-01-28 08:50:54 +0000,Market,0.72
2023-01-28 10:46:18 +0000,Restuarant,7.2
2023-01-28 10:53:00 +0000,Coffe,6.7
2023-01-28 12:32:30 +0000,Coffe,6.7
2023-01-28 14:24:52 +0000,Coffe,6.7
2023-01-28 16:14:11 +0000,Coffe,6.7
2023-01-28 18:10:55 +0000,Health,36
2023-01-28 18:13:28 +0000,Market,11.64
2023-01-29 06:07:12 +0000,Coffe,6.7
2023-01-29 09:15:07 +0000,Coffe,13.9
2023-01-29 10:55:54 +0000,Restuarant,5.3
2023-01-29 21:21:52 +0000,Market,2.78
2023-01-29 21:22:06 +0000,Other,1
2023-01-29 21:22:07 +0000,Other,1
2023-01-29 21:22:13 +0000,Restuarant,110
2023-01-29 21:26:54 +0000,Restuarant,5
2023-01-30 09:54:43 +0000,Phone,12
2023-01-30 11:43:52 +0000,Coffe,5
2023-01-30 11:43:54 +0000,Taxi,5
2023-01-30 13:56:36 +0000,Taxi,2
2023-01-30 13:56:38 +0000,Coffe,6.7
2023-01-30 15:50:56 +0000,Restuarant,5.3
2023-01-30 16:16:10 +0000,Tech,25
2023-01-30 16:34:31 +0000,Coffe,6.7
2023-01-30 17:43:10 +0000,Clothing,11
2023-01-30 18:26:44 +0000,Market,1.4
2023-01-31 06:55:07 +0000,Taxi,5
2023-01-31 07:10:48 +0000,Coffe,6.7
2023-01-31 07:13:30 +0000,Coffe,8.2
2023-01-31 09:59:07 +0000,Coffe,6.7
2023-01-31 12:35:34 +0000,Coffe,5.5
2023-01-31 14:30:17 +0000,Coffe,5.5
2023-01-31 16:32:28 +0000,Market,5.8
2023-02-01 09:12:34 +0000,Clothing,2
2023-02-01 10:39:56 +0000,Coffe,6.9
2023-02-01 14:31:29 +0000,Coffe,6.7
2023-02-01 15:36:53 +0000,Coffe,8.2
2023-02-01 17:28:43 +0000,Coffe,6.7
2023-02-02 10:06:31 +0000,Business lunch,5
2023-02-02 10:06:51 +0000,Market,0.6
2023-02-02 14:47:42 +0000,Coffe,13
2023-02-03 08:59:07 +0000,Transport,5
2023-02-03 09:44:06 +0000,Market,8.78
2023-02-03 10:07:59 +0000,Business lunch,6
2023-02-03 15:32:38 +0000,Market,0.8
2023-02-03 16:04:48 +0000,Coffe,5.5
2023-02-03 17:20:29 +0000,Coffe,13
2023-02-03 21:30:55 +0000,Film/enjoyment,12
2023-02-03 21:48:24 +0000,Other,4
2023-02-04 09:38:22 +0000,Sport,68
2023-02-04 10:03:26 +0000,Taxi,6
2023-02-04 13:04:48 +0000,Restuarant,20
2023-02-04 13:04:52 +0000,Taxi,3
2023-02-04 15:14:13 +0000,Coffe,11
2023-02-04 16:18:45 +0000,Learning,58.6
2023-02-04 17:12:56 +0000,Market,3.5
2023-02-05 09:48:28 +0000,Coffe,13
2023-02-05 09:48:30 +0000,Phone,3
2023-02-05 12:00:07 +0000,Coffe,5.5
2023-02-05 13:00:11 +0000,Coffe,5.5
2023-02-04 20:09:00 +0000,Taxi,3.5
2023-02-04 20:09:00 +0000,Restuarant,51
2023-02-04 20:23:11 +0000,Market,11.15
2023-02-06 09:54:43 +0000,Other,1.5
2023-02-06 10:19:51 +0000,Business lunch,6.7
2023-02-06 14:56:39 +0000,Coffe,5.5
2023-02-06 16:05:03 +0000,Restuarant,5.3
2023-02-07 08:46:59 +0000,Market,0.6
2023-02-07 10:03:01 +0000,Business lunch,14
2023-02-07 15:05:49 +0000,Coffe,3.12
2023-02-07 15:35:07 +0000,Learning,20.5
2023-02-07 16:41:20 +0000,Market,3.8
2023-02-08 04:54:41 +0000,Market,0.8
